,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
24,,155.31756160445605,22911.614485971444,8.315815914996225,409.58637299563026,424.7796636296518,16.29322888740245,84.89241758552087,4.825701798028204,0
25,,156.52063479849775,16146.157112205081,6.629599183312762,352.35343088747163,629.2812475471133,13.50768846415275,42.34016996385956,3.772919264661592,1
26,,157.00128743205116,20067.105328107053,8.071051028920468,,490.9097122372677,17.32294642996243,71.96926138101614,4.417559791016322,0
27,,157.80119355420416,16963.625011737488,8.335618549876713,300.04423428111204,360.99599448807487,12.823860949370783,71.7170050975215,4.4053857056590315,0
28,,157.82735195564476,21716.42369230022,5.406394013931578,,478.99897267979736,18.928979048985525,80.20284499013877,3.8257700750242414,0
29,,158.20764744104997,45243.0289529302,4.064877887005874,247.1800381287815,399.7669648211219,16.086232449405315,53.502085762742944,4.108856703319134,1
30,,159.39939804233876,61227.19600771213,3.713593555870997,312.97625428739843,377.0679724052103,17.24669811069532,82.19723305150072,3.8608066031653014,0
31,,159.8328806823577,23917.19014614395,6.781576021609511,369.2238515470577,472.9271937896435,13.89183404798871,85.75864536490278,2.8576872045024406,0
32,,160.09508576759228,26561.569491317667,7.18702165829636,322.0904651822847,372.62352926831016,11.455203405009456,57.15095807193552,5.136779753078214,1
33,,160.3259716092888,37795.763317883866,9.15222467032826,390.2766084356859,441.98610614652114,16.450990050021232,21.355275176305113,4.4419798358481835,1
34,,160.59575996953978,49125.36008417044,6.344390014283006,409.50195321714193,327.9245608866772,14.407554616066761,64.64499261092584,3.287617331936556,0
35,,161.03897105056376,25583.492008523008,6.796914143516417,,467.4799009842726,14.105554082441074,52.3314622505262,4.514174613415019,1
36,,161.57888859915607,11582.46258427429,6.7204732785678205,,393.8377507241946,11.319488368755117,78.89851507453062,4.374332547150972,0
37,,161.82647613626673,29299.123352787596,7.028796693518548,350.43094029709073,375.78071638776333,19.762576497699683,86.69845684819254,3.4975773906550995,1
38,,162.263688336678,28790.547684661262,7.6212340634237785,377.7193866691482,364.2735781094777,14.21009080086344,99.11860137790951,4.476991214592083,0
39,,162.5126840585969,24642.812333336464,7.267572785717366,330.9053704120183,414.65072522676945,11.583353447016464,73.94618571026848,3.215740139131738,0
40,,162.97855973703514,26281.29781212906,8.52367057619763,369.86267151850336,403.60002429880836,12.388244333581383,,5.185641934752974,0
41,,163.1672501252409,36525.55088358131,5.51292702438785,284.6242698942435,522.6005118428147,14.395518517478706,78.86846469502275,4.645691670402503,1
42,,163.22446629720451,18570.285339002497,8.109345860796047,296.1902616244719,463.74171616547545,16.90014797748978,61.349831919856896,4.1357453288543224,1
43,,163.40981923744118,32865.50952537349,6.066792957232626,317.4674988476398,279.646803827296,10.811672993221237,81.52645740099578,3.5746051622017676,1
44,,164.0947437960836,9344.653322307506,5.959309157637451,349.01943350474926,367.38981116568675,13.93796786851965,88.77196932212757,4.5593366423943165,0
45,,164.37843332923484,15908.561870396212,11.208688337573191,,360.81429637880143,17.239577381047184,60.1791185610558,4.380978304316724,0
46,,164.90907231441798,32768.22796617652,6.309685173451063,285.56098329312164,527.1986749763996,15.843303170637625,59.728172929692974,3.4994530742113916,1
47,,165.73795349571807,22900.118250642405,5.735689156908452,379.37493321599436,473.8049105142925,13.082871746601768,63.03516288847686,4.069165566663121,0
48,,165.74022922121148,19919.324588818665,7.278151485586811,351.96505382122973,420.12071292258815,17.776053404705294,46.00234037719788,3.4280959259455384,0
49,,165.89296987094804,11566.875547564367,8.326154937372975,,369.2897773449237,7.401868176320761,66.68694980884946,3.6030896890881348,1
50,,166.696694784928,14807.413553773438,6.801860754371991,269.70758575702087,536.3369828392506,13.839296508541224,77.55032727034518,3.434798594981862,0
51,,166.91399143546516,24037.51049003736,7.1367126114855095,349.88527610338025,411.47846097100654,9.456473170031018,94.90112226620026,3.7437037351816285,1
52,,166.9229798333015,21190.154942897898,6.589980490208456,285.8993854790752,410.6882968730245,15.290613747600446,75.59522222134866,2.505464026615983,1
53,,167.1044296160452,30362.68394790395,9.990332197218962,362.26163607241875,432.03070990612923,9.971476405234057,94.9841012731818,3.346057063483423,1
54,,167.38612732636108,20944.620814413163,4.963124049313229,,566.3392939723461,11.31880659612483,,3.6797950347550294,0
55,,167.4661915078322,11532.223177828448,7.709710506907275,361.00931067502387,625.3467724892172,14.151538219348367,74.8311936140564,4.086175636933568,0
56,,168.0424650881038,18564.37205508863,8.562156382020357,345.20522222021754,419.1315765130688,18.45989019837691,59.70020966469975,2.9624329710874653,0
57,,168.38843077429533,27492.30730658781,7.046224797696413,299.8204779108216,383.79501999032584,16.18206649367437,75.72943388991457,3.0480572231069756,0
58,,168.40952478826227,26148.53787266999,9.030439938494691,424.30212248301314,445.3458752967511,10.67458248052418,51.87695476154837,3.8933268317338365,1
59,,169.04191749811758,36152.8208993245,8.330388898197661,329.03971017616493,590.7487871802913,17.695114357126045,103.15046264537835,3.995973787492761,0
60,,169.18873565554355,18408.294971393894,5.131839261435882,342.9376748915926,350.89436180397325,19.334232111601352,86.67732848500506,6.739,0
61,,169.35592717386942,23133.662352905092,8.247827609786238,337.04789601137617,330.35532264434534,14.74909031027562,58.35685104211581,3.5171530228599703,0
62,,169.54741070567766,20004.733627551104,6.43767486900497,,349.86503636736944,11.332517654853916,41.70376599451149,3.882003963008942,0
63,,169.67353060135926,25541.152765221417,5.457299213311014,393.2646996081426,359.77813414088587,16.82030771639961,60.376041382505264,3.611330374366964,0
64,,169.77547524436926,37273.42922304459,8.02782988155462,240.89762892316975,454.5437654967258,18.621697823314207,63.519515808582824,3.5737411060993765,1
65,,170.09923566929564,39906.19027101487,6.554996212799919,,515.3867420113489,13.51607812989613,40.51417236263919,4.3532385889712195,0
66,,170.29142616212306,14550.41700543524,7.847403918285845,395.4959538839071,486.3676932685301,13.797577736420635,51.41590959077508,3.794033112326824,0
67,,170.55008775515626,17561.272835697117,8.320209558082848,349.2919541577504,374.46384790951623,10.989145667060313,73.70144876048604,3.716659340751803,0
68,,171.16664639773518,20412.283907780704,6.8963180146232546,367.1895141663502,354.2703448184502,16.403175242530438,63.257907143595595,3.9789326559790976,0
69,,171.4349804706243,39207.58924844238,4.71050999238572,354.44460935071714,381.6854171697269,20.21208839821287,97.41888566320009,2.8125036354500903,0
70,,171.59223653502127,14784.755660612991,7.404582502297141,351.8755075441876,366.66951246631345,10.504303376161431,57.8621568464784,3.2101680887198576,0
71,,171.6950224337254,38971.05101037508,8.365578507652103,385.9537304221227,397.44171280344636,17.20160786765331,73.64699560645042,2.6432124116405253,0
72,,172.11151389557128,26595.373543009056,8.232252040872753,,348.8435756927591,7.877738513990096,93.30281601626305,3.5503111429393712,0
73,,172.21468280183308,26653.764965717633,7.271684606484637,335.894456356063,510.0297247586445,13.809874030631704,85.38168152404008,4.492387447051166,1
74,,172.73143278552703,28894.476969921525,4.2509167915312815,244.28514512284772,559.6293401265502,21.340849260481207,51.27471187375938,2.959749614118373,1
75,,172.96820283954796,24445.987539531445,7.032642617283736,,571.6288923424781,11.549877305940925,56.499207177685356,4.725347454549987,0
76,,173.81671013134212,26552.974400983854,6.290279267076197,293.17027314789544,366.7187056845937,13.271499488833797,72.12983989978943,3.206995482747466,0
77,,174.91772428724832,28990.787882222434,4.660411232545453,417.3402677215761,468.8429845012202,10.018237804994271,53.347047635927865,3.669056835904268,0
78,,175.5881459773443,17092.22582658762,7.338416846927596,323.1541152435972,491.72814230358466,11.705953372941053,52.36344173892543,4.316063250218271,0
79,,176.4136378217577,12674.67277275363,8.988476975316278,354.76811485914754,344.4204347864156,12.682868896426328,83.56735642622158,4.403876807334038,1
80,,176.7721861181688,19486.191112150933,7.9601329058027295,412.40727797286064,276.58861018264633,16.710056082827577,33.56304027529272,3.8881773831283613,1
81,,176.7799465044224,24793.455675112724,6.394342434136246,312.3591475472501,377.0662856987264,10.070191920226819,50.1241222610585,4.641041336188799,1
82,,177.17402078695184,38977.33079809635,5.4771613075826755,402.49939282930575,484.17295329829204,12.300106807983639,61.56947695408594,3.2615917307845526,1
83,,177.68535582188017,20325.702131079575,5.849569808293142,353.6267682162175,279.66491975858423,13.964321206474096,44.542985167315265,4.032267338593523,1
84,,178.15485548223057,34383.59763883363,6.42577003677151,311.52689022803526,570.3787653197973,17.592126372352084,68.99274058496776,4.0058929921265065,1
85,,178.23365945534152,37861.44001203971,3.9127140900183837,,535.0863948480063,17.545439535942705,64.07128834277817,5.11386970579597,1
86,,178.77771608491037,10490.838986806202,7.53304200193721,354.05764852081126,367.75868924744907,14.66895004953642,57.401465119390636,4.126407533121048,0
87,,179.1494467023561,21051.365376288843,8.887846237973163,296.949069652605,418.269806221273,18.80051562615614,92.09600003604797,3.7647035935008923,0
88,,179.32012281513954,5075.269201855393,8.737782950223686,455.4512337131526,392.3537323196529,16.839330615095093,76.2436227695315,4.397533101212234,0
89,,179.40816823247064,16589.811554260537,8.405842292778111,317.83752519905914,327.650903904166,15.553588473560183,,3.32738442877916,1
90,,179.57809454728397,47591.28318329641,8.09730168272536,,548.870510162091,13.800070750872294,58.219800425207396,3.68559289638376,1
91,,179.75670785471027,25703.155200887362,7.287310207465927,,311.0930645090889,10.23827086656047,42.07531453171553,1.6597993845044374,1
92,,179.7962052126882,17029.53489268212,7.018990028324963,371.6755553128619,404.6721081170455,11.59343075084655,46.50460488901018,4.459393979995632,1
93,,179.9623511994494,22060.18687164021,8.29649738530308,,386.41764055623094,10.080115678701532,69.90483487196701,4.963535103139469,0
94,,180.6805980896203,8692.538151660434,8.671792922162801,396.5287539986979,534.3390860240023,10.29978689572232,87.65201500154626,3.9136018398050987,0
95,,180.89303572718228,17705.608615915477,6.2233121801062214,350.1952531204174,447.93712304214415,10.461024655155256,32.074863481955944,3.9991254999566994,0
96,,181.2105098732083,30280.788593026075,10.382546590522521,256.6300681797868,487.9972616274739,11.346301748517533,68.84386557220719,3.7795544920225694,1
97,,181.29612506605463,23433.90177406979,7.729588419260772,,329.740861722908,12.275713323952402,38.75679771996282,5.128346524187511,0
98,,181.3746513093469,14579.822072625859,5.4350581943960865,,308.79251460626085,9.545091692868425,60.21464668959234,4.161749271319296,0
99,,181.38971584951219,18908.628257731274,7.215349522969699,325.9008185961469,356.16660206376963,14.782836732215344,93.4406678564913,4.0134770619805265,0
100,,181.56240554774752,19289.361452747547,7.325055363995786,,274.696540079706,14.093402113579032,56.80132056879478,2.619420878956215,1
101,,181.63014959101002,22665.138527587256,7.221067920014277,,521.8735150665893,10.985421585414429,76.12635152600501,3.2919428728664184,1
102,,181.6891637214258,27776.180257279146,7.589868762328599,298.2267188011107,417.63120188596497,8.630090797509979,72.92328887809563,3.8079200615963944,1
103,,182.05953422393958,17869.455441116883,9.83291119273741,361.53773576128486,359.4494203333058,20.209330470358964,49.15663955393258,4.170075590262242,0
104,,182.11394636646938,21453.3346619721,6.667286527372882,,392.4333770325469,15.464582061695921,60.046065200156654,5.036017097278329,1
105,,182.25781425767667,17540.742497737258,8.422475923153424,,305.8275349204158,11.805005166813089,61.696112956457185,4.164772623814826,1
106,,182.31725614546667,30430.21175215331,6.151217322720383,350.44858396721605,479.9570762900436,16.576564876799637,58.675066414689915,4.536122682223924,1
107,,182.53397835188153,20049.242099213276,8.480467959960176,330.12786856306263,328.70096062821995,12.332288113529387,79.7847803952545,3.6935109356881006,1
108,,182.58222779929253,19575.475362719964,10.048383219584942,424.68899407738843,383.49095391355945,19.482945181992534,76.6347982494804,4.329204049946698,1
109,,183.21990415570303,20311.402466290314,6.79089737329086,381.45902348394765,344.96706395847934,11.138459105731329,71.70459491893476,3.8873619270713666,0
110,,183.4648531176378,19998.85901868015,7.151888696454071,337.53953263765624,294.84680153384915,10.088668007024978,66.29916222466287,4.183319910746318,0
111,,183.48883884863795,12675.938962030115,9.777807381254817,319.8705844996722,482.44502561272526,13.309722696880272,46.85340961872429,3.240419096520532,0
112,,184.02002884127558,13361.226016338913,9.25865630203082,335.0899933800422,467.44415423256237,19.58192561067142,80.08423298984718,4.411057599911063,0
113,,184.0409883057969,23727.094105198827,4.964448947647604,277.6808372224047,382.8477409283204,10.213622575685974,75.56104956356143,3.714469252576865,1
114,,184.21824468861462,32328.538264193834,8.381231469207194,,452.8902973724083,12.167905446211648,79.9378458756982,5.03749221567298,0
115,,184.6668909048781,14368.128161016646,8.129911710074335,334.75341061095554,472.32999477481957,16.073449231306256,73.71021795714844,4.583109838449884,0
116,,184.68839498670206,20857.90821926595,6.462945841294296,322.6805823936887,395.78562300499647,18.4437863688446,66.24269937786539,3.7760997204016715,0
117,,184.74139408542192,32328.714811575148,8.396586913768282,292.93822065534715,617.1447939880537,8.348506271886606,51.45707430707903,5.493180964193986,0
118,,184.7860379024852,18113.0173023734,8.319079887725366,381.5132119281767,530.2483872202363,19.385941008014527,70.95756540389422,3.0770348929711995,1
119,,184.99369843857363,14875.956507959405,7.498210127119585,367.3265855889259,435.6030009092452,19.839907380872774,75.19948188877473,1.9223768826368821,1
120,,185.1219960052186,16110.18364335346,6.444434946636011,355.5673662722738,386.50859928419885,11.215654020572629,38.041515832421055,2.840893065983159,0
121,,185.75572785563844,27345.174288027636,8.932763593498796,,313.87877126741535,13.420126082226545,56.97484976379481,4.407566169075395,0
122,,185.8467966778486,14971.949025291871,6.66634287546027,346.48618873704487,418.45359071383103,18.68421531211061,67.71245963073115,5.110414148991792,0
123,,186.17484065173625,18085.15884117502,4.9512770484847,298.3997239549346,347.98668637819156,15.715545904300313,75.59059872694924,3.068919236981341,1
124,,186.36554945989354,7557.021271321207,9.454207284082134,406.03806823125734,288.36871280203854,12.861417360589087,72.18701487275248,4.116263245209827,1
125,,186.59525477170519,29496.9101574473,8.11774776205242,378.43050067865903,616.1752427782974,14.962779709959591,65.44456251887024,2.4752844638171903,1
126,,186.8730136696725,26004.528876604727,8.493528783857071,320.6934845979114,534.1302716281098,19.890025324659916,54.37395592223601,5.14411422012617,0
127,,187.0191854258325,28988.702343320612,5.588012812255956,333.21904680791164,478.77308323919294,15.011414051773102,69.80513329769109,3.66686969365282,0
128,,187.04328340357506,24634.552442871332,9.081880472815234,,443.8433994171436,11.053924602664893,74.10818032317249,3.498716818980463,1
129,,187.6134375765952,13427.06859106962,7.317569734064269,,507.5674883228843,18.137690527377686,79.34988133876723,5.324638004849745,0
130,,187.87328351396278,29532.61500346444,7.981036898934483,274.4933954888678,469.1321168532849,16.169211703512303,78.92552710205408,4.586748358609115,0
131,,188.44546948007348,28791.614416229466,8.040356351269018,382.0094766356869,422.23486057105725,10.575690095047605,63.235365039068704,3.228379217091306,0
132,,188.53660845841853,24711.41492737806,7.129520268469129,,555.5485339351901,16.959268901127814,56.03870185281002,4.3316909034515,1
133,,188.61051770473694,27716.338723300283,5.606500395404296,275.1822396217426,520.5877359450662,12.814603672842338,,4.398059122757676,1
134,,188.74356245264704,19037.46263750908,6.034236063601062,,388.0658567405991,15.149068262969251,78.4994180330055,2.72365054009649,1
135,,189.00108610224873,20784.56786015565,10.088771481178389,312.95469455514376,419.5341329799162,14.801684067824965,62.53507088571928,5.149542443249875,1
136,,189.81468195044715,19887.76982585297,8.115767880723318,415.92789828900055,547.0267663209369,12.958917018354782,70.93748132988566,4.893750991721558,0
137,,189.82341767748656,20278.33827161957,6.799940085166233,,314.8341750163426,10.092087058569177,46.62929866785426,4.940014517196936,1
138,,190.2191676186419,23094.87239357759,6.4819857098984315,298.3561571484034,414.88913026669525,13.461794433552086,50.895233151800745,2.977047400244634,1
139,,190.26736742465988,15255.115257959735,7.597687573737944,366.1923267335512,418.47674153387527,13.31272274001094,68.94488848491,3.796737486057354,1
140,,190.38260391699407,30524.093790630825,6.37544925329764,387.66860883961675,382.0567584065355,19.195321797352847,73.65780571868439,4.9383891935347295,0
141,,190.42389854156607,28062.641892040356,9.615147026994794,357.2267094963161,263.77191350453717,13.44522519676093,67.05555840299215,5.6290156360573285,0
142,,190.5675212494877,18589.031159737136,7.470352522879213,362.1469773194865,471.44476872688824,13.760230940081897,90.30630974380739,4.400203468805106,1
143,,190.63063618380693,26913.373485751392,4.649166445536806,302.41752875752275,509.2848687676725,16.198947843455073,64.10195139636862,3.4528218640874533,0
144,,190.77945990455603,12224.310506438514,4.646211052742901,308.56488629958307,399.27135893177876,11.876796669068938,61.88663598802028,3.4631725477162503,0
145,,190.87746978377197,39802.51491720437,5.216683161605724,288.23151787223696,365.1481515685689,13.680837721773344,91.92574167485355,4.9898761676104115,1
146,,190.92925578314413,20661.411062730385,10.175483776027445,299.34557629198434,471.06263985090004,9.225985272690082,60.02352277328647,4.969149725035601,0
147,,191.15047940322967,23172.281510358534,7.1321536678159045,290.70916993815774,365.1405793760971,12.679500931782684,69.07443757405807,4.018446538686602,0
148,,191.28521756431434,21948.325362337488,5.626787290346799,355.4887658439758,509.4068215195966,16.691470568748002,84.10773756388434,4.109590274369244,1
149,,191.3482590490084,14017.372065676183,6.490700311377002,345.5604811564392,423.9783891770644,11.863248320378261,65.79168659116394,4.167336456868864,0
150,,191.53163008476997,12885.516912011997,6.979954608076548,328.60022093335806,596.7510259112656,13.447513114523758,50.75606431714502,2.3729247217580594,0
151,,191.55481515273854,22462.113287036183,8.186258380252383,,349.95453401087576,17.247307224770736,76.76779656160039,5.260301115251683,0
152,,191.66518320342715,18964.09225556579,8.14835846973079,318.99240588522815,354.10182991675475,15.072450177670817,84.1156733811639,4.600663396060018,1
153,,192.057661022839,25795.693635119198,6.11686336752183,318.92656404790614,509.06283346352365,13.939193244337332,84.31540019203419,3.789195950500151,1
154,,192.20216811021962,34160.92514352129,8.963155528278786,363.4727979482551,474.7817344225263,15.905270431900078,50.80782511660748,2.9983354715810404,0
155,,192.25416191961097,21762.614145877935,7.259638237663376,331.6496585578883,397.2628256932218,18.261212947742592,45.981624178188724,4.344804944234699,1
156,,192.40787636598077,25460.3007927854,8.23147460968343,,465.88395466644624,16.657294027037324,58.360124909843336,3.543696299058859,0
157,,192.61766234494436,36520.65869741918,7.458969893744622,,474.1478985256791,16.986365370742135,82.44020227297665,4.323989597567092,0
158,,192.74227526698428,32349.10237770703,8.750629518554229,272.08505722126057,581.9811911835134,13.583036092216503,64.43604613167355,3.952594441314252,1
159,,193.09126005208208,17777.100086110448,6.087949054255588,,543.1149525312113,10.717588217980335,,3.8786641554679213,0
160,,193.1167938730153,17388.98256489996,7.702135354264007,382.0607071506439,468.9393444824816,16.233038552975472,67.8739098505863,4.217743744931683,0
161,,193.16761116038546,20894.40049314081,7.331568423579636,359.4265371193776,417.42476631714845,16.78714532779196,38.1070046276617,3.8184039430961363,0
162,,193.4002675486307,30630.759939174313,6.873568148176786,342.19323950474114,430.39560039453903,17.446818223391574,49.88365315949827,2.913048442998909,0
163,,193.46220656833341,13852.531903215131,7.145701659250834,358.9565650059465,480.31071424886903,10.25603585968804,,3.6732395577842385,0
164,,193.46241984792323,18519.16249443314,8.021803498102766,,374.31788781035004,13.749362893214823,43.7447051616086,2.676593519083002,0
165,,193.50341477990372,42268.33429600594,9.005942788081622,258.392682912011,384.68487540523466,9.08527855506486,75.43963292505106,3.6017354805033044,1
166,,193.57715670833647,19671.35122933958,7.568896606098109,342.6734092538759,322.7356852994942,18.51158553733842,77.71030699465297,3.4815173946449613,0
167,,193.62948626891932,18753.211763658328,8.685011669004567,327.3406381003838,478.102692765685,13.172901550882045,52.67395753254922,2.3734376939287394,0
168,,193.9261803834449,14936.503970693218,7.203401351419109,309.4474322123628,447.45010822569094,12.18062590990644,,4.297913885824022,0
169,,194.1666252984787,11275.872655429052,7.266597743360296,399.2820813381721,427.89690725010786,15.213175742008843,34.471753362322396,2.909606161949619,0
170,,194.44531580820774,41461.31699893496,6.951665550292708,239.9119021206672,362.500414204749,14.110249053184361,58.75146343948484,4.894842462723428,0
171,,194.76121497258987,38119.185568481196,6.998157842376237,333.2892161964922,436.9274171089761,13.746597926652328,60.49058103987039,3.3569779816134186,1
172,,194.80609142080573,32981.23945648847,9.554785291159467,,286.79443161119775,10.415889061475468,71.90514736385545,3.2316796925242075,0
173,,195.01956906857623,17382.42736561254,7.036828316244749,329.12773842254506,383.7949027723084,11.147085344409845,90.88690842689861,3.843405195850602,1
174,,195.54096692399784,4142.4990006204325,9.89270343964255,462.4742150404136,435.41824496527187,15.846047606081072,,3.612918763485361,1
175,,195.55442847534005,28415.184346936385,7.489779370159324,318.5152705422846,494.40451055374274,15.023961660572411,47.14414365343355,4.052367137670618,1
176,,195.8746341633259,17749.298664018053,7.556750343971984,,512.4544684082954,15.485275629289902,54.13265784184894,2.7756354336001303,1
177,,196.0517407226027,21919.470162612077,6.730276517344546,359.7013518286503,401.7313382997792,14.219303301729667,77.605726493937,3.9549642917273493,0
178,,196.08296654924294,22746.06165910846,7.702740471830356,325.47842273693664,397.0549828114716,21.09160235771384,51.93901889083011,3.713109663734641,0
179,,196.08355551258842,18592.08391958237,7.245436362417256,321.81403250426115,552.8790336670374,15.664786169209435,81.08082626336086,4.762871709109083,0
180,,196.1393118271605,10540.342277807411,6.459459721140994,359.1687216410832,400.67960209642615,13.583559306589393,45.90070579583624,4.149483264789617,0
181,,196.24885743929997,17909.365782253528,3.6722705329531427,,417.2873151070302,14.557068395130727,57.734652478816095,3.888235227107233,0
182,,196.33467279621243,24108.127550510275,7.843143600307158,352.62391167393247,428.77061040859,10.287673166557624,73.44593375629363,5.034682957349176,0
183,,196.4320066745759,18128.90829119972,8.008076903196557,323.5521380288736,313.3618702572539,18.600727893564454,67.96437640800943,3.5020815041262328,0
184,,197.57073625851984,17439.444060922862,6.226491277850969,,406.0147938783555,16.690265724955225,68.96901781677818,3.4583200005897763,0
185,,197.71218301547106,12962.389672891964,6.47658388248892,362.7219539268882,503.8430011343108,18.89239347564819,80.34634783629686,3.500848661792521,0
186,,197.71363866252125,31251.643732884513,6.252423060919634,,322.21762886027904,14.27172241262457,74.64426779380567,3.9065262849477485,0
187,,197.9797828412593,17153.306163452093,7.659203939381076,329.2803146030727,575.1146944234249,11.870981482343325,69.10983568283255,4.383921813522324,0
188,,198.2186998533857,31081.73526431089,7.419106404248648,,517.9259456786259,11.711419311518739,85.42878497035124,3.3455433554790717,1
189,,198.6549758412697,20063.49032717225,9.539983929130004,344.61853484797564,412.9792013051188,9.767080688946919,43.14199974674722,4.565423281976806,0
190,,199.06467199753382,39927.73704499611,5.454050988062815,259.00994483668075,257.96315421657613,14.24471958684876,52.616386958381035,4.0593774038942225,0
191,,199.1078855640336,29721.911630350132,6.869690215355936,357.30322096748097,420.70959122207296,9.226618665284832,55.29428326667228,3.355164642176155,0
192,,199.57052513598094,25305.10293017566,5.956792225706756,329.13325487354865,287.5960624748225,13.786141492621937,33.78155731671326,4.1330693385738035,0
193,,199.8458747722934,12635.367703570148,7.886383490971209,332.6151537639464,293.83426449669423,13.217536037328216,54.54961803518716,4.4805743911383615,1
194,,199.9422221976206,25973.326630596028,6.490994016671258,336.04074133697253,344.970362936582,12.640414022572031,46.85452354197522,3.1517678243177962,0
195,,200.31523572876205,19947.434474507274,7.378235881075599,337.23146852418967,295.7570531503065,14.03399501280876,29.66814213275831,4.387208418499805,1
196,,200.66192543396045,29513.804859552896,7.966300205223671,347.5414185342514,476.20158511042473,19.950053834842436,,3.027946496632832,0
197,,200.83989437834646,20743.348404224074,6.905988081161993,264.6435334809822,450.361719643501,10.20915260559974,70.49560182837315,3.8089129537722095,0
198,,201.57204599380577,15618.135242204171,6.7052108779967545,367.19345682779533,359.9520067091986,10.940974529417872,24.91497120838558,4.575874147599674,1
199,,201.82784846535873,35418.73503990262,8.255971090425943,253.58023448561846,447.2813960938399,15.604459784722621,45.49211139335185,3.3846485053932147,1
200,,201.83371987678981,29508.4928139997,3.929623912266358,325.0612460679277,428.6613981506554,8.819491445717347,76.37375324896149,4.115320543495385,0
201,,202.0798644763472,12519.090659913514,7.62752384206607,,399.88338796337496,12.748216736108134,,4.43921523990166,0
202,,202.2548327878382,11981.740191012997,9.189106138402455,339.9839345788829,416.5889057529136,14.079228347598587,62.765529534567435,2.6789107131905774,0
203,,202.47516230974298,23828.207681634354,5.531684612810469,409.2862102681366,414.61765510548713,13.797656407460636,59.52166407500343,5.266367538576662,1
204,,202.56946742508012,22256.950364593784,6.9135005408949395,304.9514981066884,434.19843581607523,13.696893086033185,64.20566665026693,4.478070476621262,0
205,,202.6143722856155,31606.34882629806,6.464581173377723,,380.9746722788243,13.460448938133084,67.05911849667386,4.775120946563509,0
